plant_index,raw_mpbd_name,name_pattern,bmpdd_query_name,query_source,query_status,transformation_notes
443,Launaea SARMENTOSA (Willd.) Sch.-Bip.,BINOMIAL_PARENTHETICAL_AUTHORITY,Launaea SARMENTOSA,OFFLINE_RULE,READY,Preserved clean binomial preceding parenthetical basionym author citation.
444,Launaea ASPLENIIFOLIA Hook. f.,MULTI_AUTHOR_OR_COMPLEX,Launaea ASPLENIIFOLIA,OFFLINE_RULE,READY,Preserved genus and species epithet; stripped multi-word/compound author citation.
445,Lasia SPINOSA (L.) Thw.,BINOMIAL_PARENTHETICAL_AUTHORITY,Lasia SPINOSA,OFFLINE_RULE,READY,Preserved clean binomial preceding parenthetical basionym author citation.
446,Dendrocnide sinuata (Blume) Chew.,BINOMIAL_PARENTHETICAL_AUTHORITY,Dendrocnide sinuata,OFFLINE_RULE,READY,Preserved clean binomial preceding parenthetical basionym author citation.
447,Lantana CAMARA L.,SIMPLE_BINOMIAL_WITH_AUTHORITY,Lantana CAMARA,OFFLINE_RULE,READY,Removed single botanical author abbreviation suffix.
448,Lannea COROMANDELICA (Houtt.) Merr.,BINOMIAL_PARENTHETICAL_AUTHORITY,Lannea COROMANDELICA,OFFLINE_RULE,READY,Preserved clean binomial preceding parenthetical basionym author citation.
449,Lagerstroemia speciosa (L.) Pers.,BINOMIAL_PARENTHETICAL_AUTHORITY,Lagerstroemia speciosa,OFFLINE_RULE,READY,Preserved clean binomial preceding parenthetical basionym author citation.
450,Lagerstroemia INDICA L.,SIMPLE_BINOMIAL_WITH_AUTHORITY,Lagerstroemia INDICA,OFFLINE_RULE,READY,Removed single botanical author abbreviation suffix.
451,Lageneria SICERARIA (Molina) Standl.,BINOMIAL_PARENTHETICAL_AUTHORITY,Lageneria SICERARIA,OFFLINE_RULE,READY,Preserved clean binomial preceding parenthetical basionym author citation.
452,Lablab PURPUREUS (L.) Sweet.,BINOMIAL_PARENTHETICAL_AUTHORITY,Lablab PURPUREUS,OFFLINE_RULE,READY,Preserved clean binomial preceding parenthetical basionym author citation.
453,Bryophyllum pinnatum (Lam.) Oken.,BINOMIAL_PARENTHETICAL_AUTHORITY,Bryophyllum pinnatum,OFFLINE_RULE,READY,Preserved clean binomial preceding parenthetical basionym author citation.
454,Kaempferia ROTUNDA L.,SIMPLE_BINOMIAL_WITH_AUTHORITY,Kaempferia ROTUNDA,OFFLINE_RULE,READY,Removed single botanical author abbreviation suffix.
455,Kaempferia PARVIFLORA Wall.,SIMPLE_BINOMIAL_WITH_AUTHORITY,Kaempferia PARVIFLORA,OFFLINE_RULE,READY,Removed single botanical author abbreviation suffix.
456,Alpinia sessilis J.Koenig,SIMPLE_BINOMIAL_WITH_AUTHORITY,Alpinia sessilis,OFFLINE_RULE,READY,Removed single botanical author abbreviation suffix.
457,justicia JAPONICA Thunb.,SIMPLE_BINOMIAL_WITH_AUTHORITY,justicia JAPONICA,OFFLINE_RULE,READY,Removed single botanical author abbreviation suffix.
458,Justicia GENDARUSSA Burm.,SIMPLE_BINOMIAL_WITH_AUTHORITY,Justicia GENDARUSSA,OFFLINE_RULE,READY,Removed single botanical author abbreviation suffix.
459,Jatropha GOSSYPIFOLIA L.,SIMPLE_BINOMIAL_WITH_AUTHORITY,Jatropha GOSSYPIFOLIA,OFFLINE_RULE,READY,Removed single botanical author abbreviation suffix.
460,. JATROPHA CURCAS L.,OTHER_REVIEW,JATROPHA CURCAS,MANUAL_OVERRIDE,MANUAL_REVIEW,Manual override: Stripped leading period and author citation 'L.'
461,Jasminum SCANDENS Vahl.,SIMPLE_BINOMIAL_WITH_AUTHORITY,Jasminum SCANDENS,OFFLINE_RULE,READY,Removed single botanical author abbreviation suffix.
462,Jasminum SAMBAC (L.) Ait.,BINOMIAL_PARENTHETICAL_AUTHORITY,Jasminum SAMBAC,OFFLINE_RULE,READY,Preserved clean binomial preceding parenthetical basionym author citation.
463,Jasminum ANGUSTIFOLIUM Vahl.,SIMPLE_BINOMIAL_WITH_AUTHORITY,Jasminum ANGUSTIFOLIUM,OFFLINE_RULE,READY,Removed single botanical author abbreviation suffix.
464,Ixora NIGRICANS R. Br. ex Wight & Arn.,MULTI_AUTHOR_OR_COMPLEX,Ixora NIGRICANS,OFFLINE_RULE,READY,Preserved genus and species epithet; stripped multi-word/compound author citation.
465,Ixora CUNEIFOLIA Roxb.,SIMPLE_BINOMIAL_WITH_AUTHORITY,Ixora CUNEIFOLIA,OFFLINE_RULE,READY,Removed single botanical author abbreviation suffix.
466,Ixora COCCINEA L.,SIMPLE_BINOMIAL_WITH_AUTHORITY,Ixora COCCINEA,OFFLINE_RULE,READY,Removed single botanical author abbreviation suffix.
467,Ixora pavetta Andr.,SIMPLE_BINOMIAL_WITH_AUTHORITY,Ixora pavetta,OFFLINE_RULE,READY,Removed single botanical author abbreviation suffix.
468,Isodon LOPHANTHOIDES (Buch.-Ham. ex D. Don.) Hara,BINOMIAL_PARENTHETICAL_AUTHORITY,Isodon LOPHANTHOIDES,OFFLINE_RULE,READY,Preserved clean binomial preceding parenthetical basionym author citation.
469,ipomoea QUAMOCLIT L.,SIMPLE_BINOMIAL_WITH_AUTHORITY,ipomoea QUAMOCLIT,OFFLINE_RULE,READY,Removed single botanical author abbreviation suffix.
470,Ipomoea PES -TIGRIDIS L.,MULTI_AUTHOR_OR_COMPLEX,Ipomoea PES,OFFLINE_RULE,READY,Preserved genus and species epithet; stripped multi-word/compound author citation.
471,Ipomoea PES-CAPRAE (L.) R.Br.,BINOMIAL_PARENTHETICAL_AUTHORITY,Ipomoea PES-CAPRAE,OFFLINE_RULE,READY,Preserved clean binomial preceding parenthetical basionym author citation.
472,Ipomoea OBSCURA Ker-Gawl.,SIMPLE_BINOMIAL_WITH_AUTHORITY,Ipomoea OBSCURA,OFFLINE_RULE,READY,Removed single botanical author abbreviation suffix.
473,Ipomoea MAXIMA (L.f.) Don. ex. Sweef.,BINOMIAL_PARENTHETICAL_AUTHORITY,Ipomoea MAXIMA,OFFLINE_RULE,READY,Preserved clean binomial preceding parenthetical basionym author citation.
474,Ipomoea MAURITIANA Jacq.,SIMPLE_BINOMIAL_WITH_AUTHORITY,Ipomoea MAURITIANA,OFFLINE_RULE,READY,Removed single botanical author abbreviation suffix.
475,Ipomoea BATATUS (L.) Lamk.,BINOMIAL_PARENTHETICAL_AUTHORITY,Ipomoea BATATUS,OFFLINE_RULE,READY,Preserved clean binomial preceding parenthetical basionym author citation.
476,Ipomoea AQUATICA Forsk.,SIMPLE_BINOMIAL_WITH_AUTHORITY,Ipomoea AQUATICA,OFFLINE_RULE,READY,Removed single botanical author abbreviation suffix.
477,Ipomoea ALBA L.,SIMPLE_BINOMIAL_WITH_AUTHORITY,Ipomoea ALBA,OFFLINE_RULE,READY,Removed single botanical author abbreviation suffix.
478,Indigofera TINCTORIA L.,SIMPLE_BINOMIAL_WITH_AUTHORITY,Indigofera TINCTORIA,OFFLINE_RULE,READY,Removed single botanical author abbreviation suffix.
479,Imperata CYLINDRICA Rausch.,SIMPLE_BINOMIAL_WITH_AUTHORITY,Imperata CYLINDRICA,OFFLINE_RULE,READY,Removed single botanical author abbreviation suffix.
480,Impatiens BALSAMINA L.,SIMPLE_BINOMIAL_WITH_AUTHORITY,Impatiens BALSAMINA,OFFLINE_RULE,READY,Removed single botanical author abbreviation suffix.
481,Ichnocarpus FRUTESCENS (L.) R. Br.,BINOMIAL_PARENTHETICAL_AUTHORITY,Ichnocarpus FRUTESCENS,OFFLINE_RULE,READY,Preserved clean binomial preceding parenthetical basionym author citation.
482,Hyptis SUAVEOLENS (L.) Poit.,BINOMIAL_PARENTHETICAL_AUTHORITY,Hyptis SUAVEOLENS,OFFLINE_RULE,READY,Preserved clean binomial preceding parenthetical basionym author citation.
483,Hypericum JAPONICUM Thunb.,SIMPLE_BINOMIAL_WITH_AUTHORITY,Hypericum JAPONICUM,OFFLINE_RULE,READY,Removed single botanical author abbreviation suffix.
484,Hymenodictyon ORIXENSIS (Roxb.) Mabberly,BINOMIAL_PARENTHETICAL_AUTHORITY,Hymenodictyon ORIXENSIS,OFFLINE_RULE,READY,Preserved clean binomial preceding parenthetical basionym author citation.
485,Hygroryza ARISTATA (Retz.) Nees.,BINOMIAL_PARENTHETICAL_AUTHORITY,Hygroryza ARISTATA,OFFLINE_RULE,READY,Preserved clean binomial preceding parenthetical basionym author citation.
486,Hygrophila AURICULATA (Schum.) Heyne.,BINOMIAL_PARENTHETICAL_AUTHORITY,Hygrophila AURICULATA,OFFLINE_RULE,READY,Preserved clean binomial preceding parenthetical basionym author citation.
487,Hydrolea ZEYLANICA Vahl.,SIMPLE_BINOMIAL_WITH_AUTHORITY,Hydrolea ZEYLANICA,OFFLINE_RULE,READY,Removed single botanical author abbreviation suffix.
488,Hydnocarpus KURZII (King.) Warb.,BINOMIAL_PARENTHETICAL_AUTHORITY,Hydnocarpus KURZII,OFFLINE_RULE,READY,Preserved clean binomial preceding parenthetical basionym author citation.
489,Hybanthus ENNEASPERMUS (L.) F. Muell.,BINOMIAL_PARENTHETICAL_AUTHORITY,Hybanthus ENNEASPERMUS,OFFLINE_RULE,READY,Preserved clean binomial preceding parenthetical basionym author citation.
490,Hoya PARASITICA Wall.,SIMPLE_BINOMIAL_WITH_AUTHORITY,Hoya PARASITICA,OFFLINE_RULE,READY,Removed single botanical author abbreviation suffix.
491,Hopea ODORATA Roxb.,SIMPLE_BINOMIAL_WITH_AUTHORITY,Hopea ODORATA,OFFLINE_RULE,READY,Removed single botanical author abbreviation suffix.
492,Homalomena aromatica (Spreng.) Schott.,BINOMIAL_PARENTHETICAL_AUTHORITY,Homalomena aromatica,OFFLINE_RULE,READY,Preserved clean binomial preceding parenthetical basionym author citation.
493,Holarrhena PUBESCENCE (Buch.-Ham.) Wall.,BINOMIAL_PARENTHETICAL_AUTHORITY,Holarrhena PUBESCENCE,OFFLINE_RULE,READY,Preserved clean binomial preceding parenthetical basionym author citation.
494,Hiptage BENGHALENSIS (L.) Kurz.,BINOMIAL_PARENTHETICAL_AUTHORITY,Hiptage BENGHALENSIS,OFFLINE_RULE,READY,Preserved clean binomial preceding parenthetical basionym author citation.
495,Hibiscus TILLIACEUS L.,SIMPLE_BINOMIAL_WITH_AUTHORITY,Hibiscus TILLIACEUS,OFFLINE_RULE,READY,Removed single botanical author abbreviation suffix.
496,Hibiscus SURATTENSIS L.,SIMPLE_BINOMIAL_WITH_AUTHORITY,Hibiscus SURATTENSIS,OFFLINE_RULE,READY,Removed single botanical author abbreviation suffix.
497,Hibiscus SABDARIFFA L.,SIMPLE_BINOMIAL_WITH_AUTHORITY,Hibiscus SABDARIFFA,OFFLINE_RULE,READY,Removed single botanical author abbreviation suffix.
498,Hibiscus ROSA-SINENSIS L.,SIMPLE_BINOMIAL_WITH_AUTHORITY,Hibiscus ROSA-SINENSIS,OFFLINE_RULE,READY,Removed single botanical author abbreviation suffix.
499,Hibiscus MUTABILIS L.,SIMPLE_BINOMIAL_WITH_AUTHORITY,Hibiscus MUTABILIS,OFFLINE_RULE,READY,Removed single botanical author abbreviation suffix.
500,Hibiscus CANABINUS L.,SIMPLE_BINOMIAL_WITH_AUTHORITY,Hibiscus CANABINUS,OFFLINE_RULE,READY,Removed single botanical author abbreviation suffix.
501,Schefflera hypoleuca (Kurz) Harms.,BINOMIAL_PARENTHETICAL_AUTHORITY,Schefflera hypoleuca,OFFLINE_RULE,READY,Preserved clean binomial preceding parenthetical basionym author citation.
502,Hemigraphis HIRTA (Vahl.) And.,BINOMIAL_PARENTHETICAL_AUTHORITY,Hemigraphis HIRTA,OFFLINE_RULE,READY,Preserved clean binomial preceding parenthetical basionym author citation.
503,Hemidesmus INDICUS (L.) R. Br.,BINOMIAL_PARENTHETICAL_AUTHORITY,Hemidesmus INDICUS,OFFLINE_RULE,READY,Preserved clean binomial preceding parenthetical basionym author citation.
504,Helminthostachys ZEYLANICA L.,SIMPLE_BINOMIAL_WITH_AUTHORITY,Helminthostachys ZEYLANICA,OFFLINE_RULE,READY,Removed single botanical author abbreviation suffix.
505,Heliotropium INDICUM L.,SIMPLE_BINOMIAL_WITH_AUTHORITY,Heliotropium INDICUM,OFFLINE_RULE,READY,Removed single botanical author abbreviation suffix.
506,Helicteres ISORA L.,SIMPLE_BINOMIAL_WITH_AUTHORITY,Helicteres ISORA,OFFLINE_RULE,READY,Removed single botanical author abbreviation suffix.
507,Helianthus ANNUS L.,SIMPLE_BINOMIAL_WITH_AUTHORITY,Helianthus ANNUS,OFFLINE_RULE,READY,Removed single botanical author abbreviation suffix.
508,Hedyotis SCANDENS Roxb.,SIMPLE_BINOMIAL_WITH_AUTHORITY,Hedyotis SCANDENS,OFFLINE_RULE,READY,Removed single botanical author abbreviation suffix.
509,Oldenlandia diffusa (Willd.) Roxb.,BINOMIAL_PARENTHETICAL_AUTHORITY,Oldenlandia diffusa,OFFLINE_RULE,READY,Preserved clean binomial preceding parenthetical basionym author citation.
510,Oldenlandia corymbosa L.,SIMPLE_BINOMIAL_WITH_AUTHORITY,Oldenlandia corymbosa,OFFLINE_RULE,READY,Removed single botanical author abbreviation suffix.
511,Hedychium CORONARIUM Koenig,SIMPLE_BINOMIAL_WITH_AUTHORITY,Hedychium CORONARIUM,OFFLINE_RULE,READY,Removed single botanical author abbreviation suffix.
512,Peristylus constrictus (Lindl.) Lindl.,BINOMIAL_PARENTHETICAL_AUTHORITY,Peristylus constrictus,OFFLINE_RULE,READY,Preserved clean binomial preceding parenthetical basionym author citation.
513,Gynocardia ORORATA R. Br.,MULTI_AUTHOR_OR_COMPLEX,Gynocardia ORORATA,OFFLINE_RULE,READY,Preserved genus and species epithet; stripped multi-word/compound author citation.
514,Gymnopetalum chinense (Lour.) Merr.,BINOMIAL_PARENTHETICAL_AUTHORITY,Gymnopetalum chinense,OFFLINE_RULE,READY,Preserved clean binomial preceding parenthetical basionym author citation.
515,Grewia asiatica L.,SIMPLE_BINOMIAL_WITH_AUTHORITY,Grewia asiatica,OFFLINE_RULE,READY,Removed single botanical author abbreviation suffix.
516,Grewia SCLEROPHYLLA Roxb. ex Don.,MULTI_AUTHOR_OR_COMPLEX,Grewia SCLEROPHYLLA,OFFLINE_RULE,READY,Preserved genus and species epithet; stripped multi-word/compound author citation.
517,Grewia nervosa (Lour.) Panigrahi.,BINOMIAL_PARENTHETICAL_AUTHORITY,Grewia nervosa,OFFLINE_RULE,READY,Preserved clean binomial preceding parenthetical basionym author citation.
518,Grangea MADERESPATANA (L.) Poir.,BINOMIAL_PARENTHETICAL_AUTHORITY,Grangea MADERESPATANA,OFFLINE_RULE,READY,Preserved clean binomial preceding parenthetical basionym author citation.
519,Gossypium HERBACIUM L.,SIMPLE_BINOMIAL_WITH_AUTHORITY,Gossypium HERBACIUM,OFFLINE_RULE,READY,Removed single botanical author abbreviation suffix.
520,Gomphrena GLOBOSA L.,SIMPLE_BINOMIAL_WITH_AUTHORITY,Gomphrena GLOBOSA,OFFLINE_RULE,READY,Removed single botanical author abbreviation suffix.
521,Gnetum MONTANUM Markgraf,SIMPLE_BINOMIAL_WITH_AUTHORITY,Gnetum MONTANUM,OFFLINE_RULE,READY,Removed single botanical author abbreviation suffix.
522,Laphangium luteoalbum (L.) Tzvelev.,BINOMIAL_PARENTHETICAL_AUTHORITY,Laphangium luteoalbum,OFFLINE_RULE,READY,Preserved clean binomial preceding parenthetical basionym author citation.
523,Glycosmis PENTAPHYLLA (Retz.) A. DC.,BINOMIAL_PARENTHETICAL_AUTHORITY,Glycosmis PENTAPHYLLA,OFFLINE_RULE,READY,Preserved clean binomial preceding parenthetical basionym author citation.
524,Gmelina ARBOREA L.,SIMPLE_BINOMIAL_WITH_AUTHORITY,Gmelina ARBOREA,OFFLINE_RULE,READY,Removed single botanical author abbreviation suffix.
525,Gloriosa SUPERBA L.,SIMPLE_BINOMIAL_WITH_AUTHORITY,Gloriosa SUPERBA,OFFLINE_RULE,READY,Removed single botanical author abbreviation suffix.
526,Glochidion LANCEOLARIUM (Roxb.) Dalz.,BINOMIAL_PARENTHETICAL_AUTHORITY,Glochidion LANCEOLARIUM,OFFLINE_RULE,READY,Preserved clean binomial preceding parenthetical basionym author citation.
527,Glinus OPPOSITIFOLIUS (L.) A. DC.,BINOMIAL_PARENTHETICAL_AUTHORITY,Glinus OPPOSITIFOLIUS,OFFLINE_RULE,READY,Preserved clean binomial preceding parenthetical basionym author citation.
528,Garuga PINNATA Roxb.,SIMPLE_BINOMIAL_WITH_AUTHORITY,Garuga PINNATA,OFFLINE_RULE,READY,Removed single botanical author abbreviation suffix.
529,Gardenia RESINIFERA Roth.,SIMPLE_BINOMIAL_WITH_AUTHORITY,Gardenia RESINIFERA,OFFLINE_RULE,READY,Removed single botanical author abbreviation suffix.
530,Gardenia JASMINOIDES Ellis.,SIMPLE_BINOMIAL_WITH_AUTHORITY,Gardenia JASMINOIDES,OFFLINE_RULE,READY,Removed single botanical author abbreviation suffix.
531,Gardenia CORONARIA Ham.,SIMPLE_BINOMIAL_WITH_AUTHORITY,Gardenia CORONARIA,OFFLINE_RULE,READY,Removed single botanical author abbreviation suffix.
532,Ceriscoides campanulata (Roxb.) Tirveng,BINOMIAL_PARENTHETICAL_AUTHORITY,Ceriscoides campanulata,OFFLINE_RULE,READY,Preserved clean binomial preceding parenthetical basionym author citation.
533,Garcinia XANTHOCHYMUS Hook. f.,MULTI_AUTHOR_OR_COMPLEX,Garcinia XANTHOCHYMUS,OFFLINE_RULE,READY,Preserved genus and species epithet; stripped multi-word/compound author citation.
534,Garcinia COWA Roxb.,SIMPLE_BINOMIAL_WITH_AUTHORITY,Garcinia COWA,OFFLINE_RULE,READY,Removed single botanical author abbreviation suffix.
535,Foeniculum VULGARE Mill.,SIMPLE_BINOMIAL_WITH_AUTHORITY,Foeniculum VULGARE,OFFLINE_RULE,READY,Removed single botanical author abbreviation suffix.
536,Floscopa SCANDENS Lour.,SIMPLE_BINOMIAL_WITH_AUTHORITY,Floscopa SCANDENS,OFFLINE_RULE,READY,Removed single botanical author abbreviation suffix.
537,Flemingia STROBILIFERA R.Br.,SIMPLE_BINOMIAL_WITH_AUTHORITY,Flemingia STROBILIFERA,OFFLINE_RULE,READY,Removed single botanical author abbreviation suffix.
538,Flemingia MACROPHYLLA (Willd.) O.Ktze. ex Merr.,BINOMIAL_PARENTHETICAL_AUTHORITY,Flemingia MACROPHYLLA,OFFLINE_RULE,READY,Preserved clean binomial preceding parenthetical basionym author citation.
539,Flacourtia JANGOMAS (Lour.) Raeus.,BINOMIAL_PARENTHETICAL_AUTHORITY,Flacourtia JANGOMAS,OFFLINE_RULE,READY,Preserved clean binomial preceding parenthetical basionym author citation.
540,Flacourtia INDICA (Burm.f.) Merr.,BINOMIAL_PARENTHETICAL_AUTHORITY,Flacourtia INDICA,OFFLINE_RULE,READY,Preserved clean binomial preceding parenthetical basionym author citation.
541,Firmiana COLORATA R. Br.,MULTI_AUTHOR_OR_COMPLEX,Firmiana COLORATA,OFFLINE_RULE,READY,Preserved genus and species epithet; stripped multi-word/compound author citation.
542,Ficus SEMICORDATA Buch.-Ham. ex Smith.,MULTI_AUTHOR_OR_COMPLEX,Ficus SEMICORDATA,OFFLINE_RULE,READY,Preserved genus and species epithet; stripped multi-word/compound author citation.
543,Ficus RELIGIOSA L.,SIMPLE_BINOMIAL_WITH_AUTHORITY,Ficus RELIGIOSA,OFFLINE_RULE,READY,Removed single botanical author abbreviation suffix.
544,Ficus RACEMOSA L.,SIMPLE_BINOMIAL_WITH_AUTHORITY,Ficus RACEMOSA,OFFLINE_RULE,READY,Removed single botanical author abbreviation suffix.
545,Ficus HISPIDA L. f.,MULTI_AUTHOR_OR_COMPLEX,Ficus HISPIDA,OFFLINE_RULE,READY,Preserved genus and species epithet; stripped multi-word/compound author citation.
546,Ficus BENJAMINA L. var. comosa (Roxb.) Kurz.,INFRASPECIFIC_VAR,Ficus BENJAMINA var. comosa,OFFLINE_RULE,READY,Preserved species binomial and var. rank + epithet; stripped species and varietal authors.
547,Ficus BENGHALENSIS L.,SIMPLE_BINOMIAL_WITH_AUTHORITY,Ficus BENGHALENSIS,OFFLINE_RULE,READY,Removed single botanical author abbreviation suffix.
548,Feronia LIMONIA (L.) Sw.,BINOMIAL_PARENTHETICAL_AUTHORITY,Feronia LIMONIA,OFFLINE_RULE,READY,Preserved clean binomial preceding parenthetical basionym author citation.
549,Shirakiopsis indica (Willd.) Esser,BINOMIAL_PARENTHETICAL_AUTHORITY,Shirakiopsis indica,OFFLINE_RULE,READY,Preserved clean binomial preceding parenthetical basionym author citation.
550,Excoecaria AGALLOCHA L.,SIMPLE_BINOMIAL_WITH_AUTHORITY,Excoecaria AGALLOCHA,OFFLINE_RULE,READY,Removed single botanical author abbreviation suffix.
551,Euryale FEROX Salisb.,SIMPLE_BINOMIAL_WITH_AUTHORITY,Euryale FEROX,OFFLINE_RULE,READY,Removed single botanical author abbreviation suffix.
552,Eurya ACUMINATA DC.,SIMPLE_BINOMIAL_WITH_AUTHORITY,Eurya ACUMINATA,OFFLINE_RULE,READY,Removed single botanical author abbreviation suffix.
553,Euphorbia TIRUCALLI L.,SIMPLE_BINOMIAL_WITH_AUTHORITY,Euphorbia TIRUCALLI,OFFLINE_RULE,READY,Removed single botanical author abbreviation suffix.
554,Euphorbia THYMIFOLIA Burm. f.,MULTI_AUTHOR_OR_COMPLEX,Euphorbia THYMIFOLIA,OFFLINE_RULE,READY,Preserved genus and species epithet; stripped multi-word/compound author citation.
555,Euphorbia HIRTA L.,SIMPLE_BINOMIAL_WITH_AUTHORITY,Euphorbia HIRTA,OFFLINE_RULE,READY,Removed single botanical author abbreviation suffix.
556,Euphorbia ANTIQUORUM L.,SIMPLE_BINOMIAL_WITH_AUTHORITY,Euphorbia ANTIQUORUM,OFFLINE_RULE,READY,Removed single botanical author abbreviation suffix.
557,Ayapana triplinervis (Vahl) R.M.King & H.Rob.,BINOMIAL_PARENTHETICAL_AUTHORITY,Ayapana triplinervis,OFFLINE_RULE,READY,Preserved clean binomial preceding parenthetical basionym author citation.
558,Eupatorium ODORATUM L.,SIMPLE_BINOMIAL_WITH_AUTHORITY,Eupatorium ODORATUM,OFFLINE_RULE,READY,Removed single botanical author abbreviation suffix.
559,Graphorchis campestris (Wall.) Kuntze,BINOMIAL_PARENTHETICAL_AUTHORITY,Graphorchis campestris,OFFLINE_RULE,READY,Preserved clean binomial preceding parenthetical basionym author citation.
560,Etlingera LINGUIFORMIS (Roxb.) R.M. Smith,BINOMIAL_PARENTHETICAL_AUTHORITY,Etlingera LINGUIFORMIS,OFFLINE_RULE,READY,Preserved clean binomial preceding parenthetical basionym author citation.
561,Erythrina VARIEGATA L. var. orientalis (L.) Merr.,INFRASPECIFIC_VAR,Erythrina VARIEGATA var. orientalis,OFFLINE_RULE,READY,Preserved species binomial and var. rank + epithet; stripped species and varietal authors.
562,Hippochaete debilis (Roxb. ex Vaucher) Ching.,BINOMIAL_PARENTHETICAL_AUTHORITY,Hippochaete debilis,OFFLINE_RULE,READY,Preserved clean binomial preceding parenthetical basionym author citation.
563,Entada rheedii Spreng.,SIMPLE_BINOMIAL_WITH_AUTHORITY,Entada rheedii,OFFLINE_RULE,READY,Removed single botanical author abbreviation suffix.
564,Cissampelos PAREIRA L. Var. hirsuta (Buch. ex Dc.) Forman,INFRASPECIFIC_VAR,Cissampelos PAREIRA var. hirsuta,OFFLINE_RULE,READY,Preserved species binomial and var. rank + epithet; stripped species and varietal authors.
565,Cissus ADNATA Roxb.,SIMPLE_BINOMIAL_WITH_AUTHORITY,Cissus ADNATA,OFFLINE_RULE,READY,Removed single botanical author abbreviation suffix.
566,Enhydra FLUCTUANS Lour.,SIMPLE_BINOMIAL_WITH_AUTHORITY,Enhydra FLUCTUANS,OFFLINE_RULE,READY,Removed single botanical author abbreviation suffix.
567,Emilia SONCHIFOLIA DC. ex DC.,MULTI_AUTHOR_OR_COMPLEX,Emilia SONCHIFOLIA,OFFLINE_RULE,READY,Preserved genus and species epithet; stripped multi-word/compound author citation.
568,Embelia RIBES Burm. f.,MULTI_AUTHOR_OR_COMPLEX,Embelia RIBES,OFFLINE_RULE,READY,Preserved genus and species epithet; stripped multi-word/compound author citation.
569,Elsholtzia stachyodes (Link) Raizada & H.O.Saxena,BINOMIAL_PARENTHETICAL_AUTHORITY,Elsholtzia stachyodes,OFFLINE_RULE,READY,Preserved clean binomial preceding parenthetical basionym author citation.
570,Eleusine INDICA (L.) Gaertn.,BINOMIAL_PARENTHETICAL_AUTHORITY,Eleusine INDICA,OFFLINE_RULE,READY,Preserved clean binomial preceding parenthetical basionym author citation.
571,Elephantopus SCABER L.,SIMPLE_BINOMIAL_WITH_AUTHORITY,Elephantopus SCABER,OFFLINE_RULE,READY,Removed single botanical author abbreviation suffix.
572,Elaeocarpus SPHAERICUS (Gaertn.) K. Schum.,BINOMIAL_PARENTHETICAL_AUTHORITY,Elaeocarpus SPHAERICUS,OFFLINE_RULE,READY,Preserved clean binomial preceding parenthetical basionym author citation.
573,Elaeocarpus FLORIBUNDUS Blume.,SIMPLE_BINOMIAL_WITH_AUTHORITY,Elaeocarpus FLORIBUNDUS,OFFLINE_RULE,READY,Removed single botanical author abbreviation suffix.
574,Eichhornia CRASSIPES (Mart.) Solms.,BINOMIAL_PARENTHETICAL_AUTHORITY,Eichhornia CRASSIPES,OFFLINE_RULE,READY,Preserved clean binomial preceding parenthetical basionym author citation.
575,Ecbolium VIRIDE (Forsk.) Alst.,BINOMIAL_PARENTHETICAL_AUTHORITY,Ecbolium VIRIDE,OFFLINE_RULE,READY,Preserved clean binomial preceding parenthetical basionym author citation.
576,Dysoxylum HAMILTONII Hiern.,SIMPLE_BINOMIAL_WITH_AUTHORITY,Dysoxylum HAMILTONII,OFFLINE_RULE,READY,Removed single botanical author abbreviation suffix.
577,Pogostemon auricularius (L.) Hassk.,BINOMIAL_PARENTHETICAL_AUTHORITY,Pogostemon auricularius,OFFLINE_RULE,READY,Preserved clean binomial preceding parenthetical basionym author citation.
578,Putranjiva roxburghii Wall.,SIMPLE_BINOMIAL_WITH_AUTHORITY,Putranjiva roxburghii,OFFLINE_RULE,READY,Removed single botanical author abbreviation suffix.
579,Drynaria QUERCIFOLIA (L.) J. Sm.,BINOMIAL_PARENTHETICAL_AUTHORITY,Drynaria QUERCIFOLIA,OFFLINE_RULE,READY,Preserved clean binomial preceding parenthetical basionym author citation.
580,Drosera BURMANII Vahl.,SIMPLE_BINOMIAL_WITH_AUTHORITY,Drosera BURMANII,OFFLINE_RULE,READY,Removed single botanical author abbreviation suffix.
581,Dodonaea VISCOSA (L.) Jacq.,BINOMIAL_PARENTHETICAL_AUTHORITY,Dodonaea VISCOSA,OFFLINE_RULE,READY,Preserved clean binomial preceding parenthetical basionym author citation.
582,Dipterocarpus TURBINATUS C.F Gaertn.,MULTI_AUTHOR_OR_COMPLEX,Dipterocarpus TURBINATUS,OFFLINE_RULE,READY,Preserved genus and species epithet; stripped multi-word/compound author citation.
583,Dipterocarpus GRACILIS Bl.,SIMPLE_BINOMIAL_WITH_AUTHORITY,Dipterocarpus GRACILIS,OFFLINE_RULE,READY,Removed single botanical author abbreviation suffix.
584,Dipterocarpus ALATUS Roxb. ex G. Don.,MULTI_AUTHOR_OR_COMPLEX,Dipterocarpus ALATUS,OFFLINE_RULE,READY,Preserved genus and species epithet; stripped multi-word/compound author citation.
585,Diploclisia GLAUCESCENS (Bl.) Diels.,BINOMIAL_PARENTHETICAL_AUTHORITY,Diploclisia GLAUCESCENS,OFFLINE_RULE,READY,Preserved clean binomial preceding parenthetical basionym author citation.
