plant_index,raw_scientific_name,name_pattern,candidate_bmppd_query,candidate_status,transformation_notes
440,Leea asiatica (L.) Ridsdale.,BINOMIAL_PARENTHETICAL_AUTHORITY,Leea asiatica,SAFE_CANDIDATE,Extracted clean genus and species epithet preceding parenthetical basionym author citation.
441,Leea AEQUATA L.,SIMPLE_BINOMIAL_WITH_AUTHORITY,Leea AEQUATA,SAFE_CANDIDATE,Removed single botanical author abbreviation suffix.
442,Lawsonia INERMIS L.,SIMPLE_BINOMIAL_WITH_AUTHORITY,Lawsonia INERMIS,SAFE_CANDIDATE,Removed single botanical author abbreviation suffix.
443,Launaea SARMENTOSA (Willd.) Sch.-Bip.,BINOMIAL_PARENTHETICAL_AUTHORITY,Launaea SARMENTOSA,SAFE_CANDIDATE,Extracted clean genus and species epithet preceding parenthetical basionym author citation.
444,Launaea ASPLENIIFOLIA Hook. f.,MULTI_AUTHOR_OR_COMPLEX,Launaea ASPLENIIFOLIA,SAFE_CANDIDATE,Preserved first two tokens as binomial; stripped compound or multi-token author citation.
445,Lasia SPINOSA (L.) Thw.,BINOMIAL_PARENTHETICAL_AUTHORITY,Lasia SPINOSA,SAFE_CANDIDATE,Extracted clean genus and species epithet preceding parenthetical basionym author citation.
446,Dendrocnide sinuata (Blume) Chew.,BINOMIAL_PARENTHETICAL_AUTHORITY,Dendrocnide sinuata,SAFE_CANDIDATE,Extracted clean genus and species epithet preceding parenthetical basionym author citation.
447,Lantana CAMARA L.,SIMPLE_BINOMIAL_WITH_AUTHORITY,Lantana CAMARA,SAFE_CANDIDATE,Removed single botanical author abbreviation suffix.
448,Lannea COROMANDELICA (Houtt.) Merr.,BINOMIAL_PARENTHETICAL_AUTHORITY,Lannea COROMANDELICA,SAFE_CANDIDATE,Extracted clean genus and species epithet preceding parenthetical basionym author citation.
449,Lagerstroemia speciosa (L.) Pers.,BINOMIAL_PARENTHETICAL_AUTHORITY,Lagerstroemia speciosa,SAFE_CANDIDATE,Extracted clean genus and species epithet preceding parenthetical basionym author citation.
450,Lagerstroemia INDICA L.,SIMPLE_BINOMIAL_WITH_AUTHORITY,Lagerstroemia INDICA,SAFE_CANDIDATE,Removed single botanical author abbreviation suffix.
451,Lageneria SICERARIA (Molina) Standl.,BINOMIAL_PARENTHETICAL_AUTHORITY,Lageneria SICERARIA,SAFE_CANDIDATE,Extracted clean genus and species epithet preceding parenthetical basionym author citation.
452,Lablab PURPUREUS (L.) Sweet.,BINOMIAL_PARENTHETICAL_AUTHORITY,Lablab PURPUREUS,SAFE_CANDIDATE,Extracted clean genus and species epithet preceding parenthetical basionym author citation.
453,Bryophyllum pinnatum (Lam.) Oken.,BINOMIAL_PARENTHETICAL_AUTHORITY,Bryophyllum pinnatum,SAFE_CANDIDATE,Extracted clean genus and species epithet preceding parenthetical basionym author citation.
454,Kaempferia ROTUNDA L.,SIMPLE_BINOMIAL_WITH_AUTHORITY,Kaempferia ROTUNDA,SAFE_CANDIDATE,Removed single botanical author abbreviation suffix.
455,Kaempferia PARVIFLORA Wall.,SIMPLE_BINOMIAL_WITH_AUTHORITY,Kaempferia PARVIFLORA,SAFE_CANDIDATE,Removed single botanical author abbreviation suffix.
456,Alpinia sessilis J.Koenig,SIMPLE_BINOMIAL_WITH_AUTHORITY,Alpinia sessilis,SAFE_CANDIDATE,Removed single botanical author abbreviation suffix.
457,justicia JAPONICA Thunb.,SIMPLE_BINOMIAL_WITH_AUTHORITY,justicia JAPONICA,SAFE_CANDIDATE,Removed single botanical author abbreviation suffix.
458,Justicia GENDARUSSA Burm.,SIMPLE_BINOMIAL_WITH_AUTHORITY,Justicia GENDARUSSA,SAFE_CANDIDATE,Removed single botanical author abbreviation suffix.
459,Jatropha GOSSYPIFOLIA L.,SIMPLE_BINOMIAL_WITH_AUTHORITY,Jatropha GOSSYPIFOLIA,SAFE_CANDIDATE,Removed single botanical author abbreviation suffix.
460,. JATROPHA CURCAS L.,OTHER_REVIEW,JATROPHA CURCAS,NEEDS_REVIEW,Leading period and/or appended family name in source record; requires manual review.
461,Jasminum SCANDENS Vahl.,SIMPLE_BINOMIAL_WITH_AUTHORITY,Jasminum SCANDENS,SAFE_CANDIDATE,Removed single botanical author abbreviation suffix.
462,Jasminum SAMBAC (L.) Ait.,BINOMIAL_PARENTHETICAL_AUTHORITY,Jasminum SAMBAC,SAFE_CANDIDATE,Extracted clean genus and species epithet preceding parenthetical basionym author citation.
463,Jasminum ANGUSTIFOLIUM Vahl.,SIMPLE_BINOMIAL_WITH_AUTHORITY,Jasminum ANGUSTIFOLIUM,SAFE_CANDIDATE,Removed single botanical author abbreviation suffix.
464,Ixora NIGRICANS R. Br. ex Wight & Arn.,MULTI_AUTHOR_OR_COMPLEX,Ixora NIGRICANS,SAFE_CANDIDATE,Preserved first two tokens as binomial; stripped compound or multi-token author citation.
465,Ixora CUNEIFOLIA Roxb.,SIMPLE_BINOMIAL_WITH_AUTHORITY,Ixora CUNEIFOLIA,SAFE_CANDIDATE,Removed single botanical author abbreviation suffix.
466,Ixora COCCINEA L.,SIMPLE_BINOMIAL_WITH_AUTHORITY,Ixora COCCINEA,SAFE_CANDIDATE,Removed single botanical author abbreviation suffix.
467,Ixora pavetta Andr.,SIMPLE_BINOMIAL_WITH_AUTHORITY,Ixora pavetta,SAFE_CANDIDATE,Removed single botanical author abbreviation suffix.
468,Isodon LOPHANTHOIDES (Buch.-Ham. ex D. Don.) Hara,BINOMIAL_PARENTHETICAL_AUTHORITY,Isodon LOPHANTHOIDES,SAFE_CANDIDATE,Extracted clean genus and species epithet preceding parenthetical basionym author citation.
469,ipomoea QUAMOCLIT L.,SIMPLE_BINOMIAL_WITH_AUTHORITY,ipomoea QUAMOCLIT,SAFE_CANDIDATE,Removed single botanical author abbreviation suffix.
470,Ipomoea PES -TIGRIDIS L.,MULTI_AUTHOR_OR_COMPLEX,Ipomoea PES,SAFE_CANDIDATE,Preserved first two tokens as binomial; stripped compound or multi-token author citation.
471,Ipomoea PES-CAPRAE (L.) R.Br.,BINOMIAL_PARENTHETICAL_AUTHORITY,Ipomoea PES-CAPRAE,SAFE_CANDIDATE,Extracted clean genus and species epithet preceding parenthetical basionym author citation.
472,Ipomoea OBSCURA Ker-Gawl.,SIMPLE_BINOMIAL_WITH_AUTHORITY,Ipomoea OBSCURA,SAFE_CANDIDATE,Removed single botanical author abbreviation suffix.
473,Ipomoea MAXIMA (L.f.) Don. ex. Sweef.,BINOMIAL_PARENTHETICAL_AUTHORITY,Ipomoea MAXIMA,SAFE_CANDIDATE,Extracted clean genus and species epithet preceding parenthetical basionym author citation.
474,Ipomoea MAURITIANA Jacq.,SIMPLE_BINOMIAL_WITH_AUTHORITY,Ipomoea MAURITIANA,SAFE_CANDIDATE,Removed single botanical author abbreviation suffix.
475,Ipomoea BATATUS (L.) Lamk.,BINOMIAL_PARENTHETICAL_AUTHORITY,Ipomoea BATATUS,SAFE_CANDIDATE,Extracted clean genus and species epithet preceding parenthetical basionym author citation.
476,Ipomoea AQUATICA Forsk.,SIMPLE_BINOMIAL_WITH_AUTHORITY,Ipomoea AQUATICA,SAFE_CANDIDATE,Removed single botanical author abbreviation suffix.
477,Ipomoea ALBA L.,SIMPLE_BINOMIAL_WITH_AUTHORITY,Ipomoea ALBA,SAFE_CANDIDATE,Removed single botanical author abbreviation suffix.
478,Indigofera TINCTORIA L.,SIMPLE_BINOMIAL_WITH_AUTHORITY,Indigofera TINCTORIA,SAFE_CANDIDATE,Removed single botanical author abbreviation suffix.
479,Imperata CYLINDRICA Rausch.,SIMPLE_BINOMIAL_WITH_AUTHORITY,Imperata CYLINDRICA,SAFE_CANDIDATE,Removed single botanical author abbreviation suffix.
480,Impatiens BALSAMINA L.,SIMPLE_BINOMIAL_WITH_AUTHORITY,Impatiens BALSAMINA,SAFE_CANDIDATE,Removed single botanical author abbreviation suffix.
481,Ichnocarpus FRUTESCENS (L.) R. Br.,BINOMIAL_PARENTHETICAL_AUTHORITY,Ichnocarpus FRUTESCENS,SAFE_CANDIDATE,Extracted clean genus and species epithet preceding parenthetical basionym author citation.
482,Hyptis SUAVEOLENS (L.) Poit.,BINOMIAL_PARENTHETICAL_AUTHORITY,Hyptis SUAVEOLENS,SAFE_CANDIDATE,Extracted clean genus and species epithet preceding parenthetical basionym author citation.
483,Hypericum JAPONICUM Thunb.,SIMPLE_BINOMIAL_WITH_AUTHORITY,Hypericum JAPONICUM,SAFE_CANDIDATE,Removed single botanical author abbreviation suffix.
484,Hymenodictyon ORIXENSIS (Roxb.) Mabberly,BINOMIAL_PARENTHETICAL_AUTHORITY,Hymenodictyon ORIXENSIS,SAFE_CANDIDATE,Extracted clean genus and species epithet preceding parenthetical basionym author citation.
485,Hygroryza ARISTATA (Retz.) Nees.,BINOMIAL_PARENTHETICAL_AUTHORITY,Hygroryza ARISTATA,SAFE_CANDIDATE,Extracted clean genus and species epithet preceding parenthetical basionym author citation.
486,Hygrophila AURICULATA (Schum.) Heyne.,BINOMIAL_PARENTHETICAL_AUTHORITY,Hygrophila AURICULATA,SAFE_CANDIDATE,Extracted clean genus and species epithet preceding parenthetical basionym author citation.
487,Hydrolea ZEYLANICA Vahl.,SIMPLE_BINOMIAL_WITH_AUTHORITY,Hydrolea ZEYLANICA,SAFE_CANDIDATE,Removed single botanical author abbreviation suffix.
488,Hydnocarpus KURZII (King.) Warb.,BINOMIAL_PARENTHETICAL_AUTHORITY,Hydnocarpus KURZII,SAFE_CANDIDATE,Extracted clean genus and species epithet preceding parenthetical basionym author citation.
489,Hybanthus ENNEASPERMUS (L.) F. Muell.,BINOMIAL_PARENTHETICAL_AUTHORITY,Hybanthus ENNEASPERMUS,SAFE_CANDIDATE,Extracted clean genus and species epithet preceding parenthetical basionym author citation.
490,Hoya PARASITICA Wall.,SIMPLE_BINOMIAL_WITH_AUTHORITY,Hoya PARASITICA,SAFE_CANDIDATE,Removed single botanical author abbreviation suffix.
491,Hopea ODORATA Roxb.,SIMPLE_BINOMIAL_WITH_AUTHORITY,Hopea ODORATA,SAFE_CANDIDATE,Removed single botanical author abbreviation suffix.
492,Homalomena aromatica (Spreng.) Schott.,BINOMIAL_PARENTHETICAL_AUTHORITY,Homalomena aromatica,SAFE_CANDIDATE,Extracted clean genus and species epithet preceding parenthetical basionym author citation.
493,Holarrhena PUBESCENCE (Buch.-Ham.) Wall.,BINOMIAL_PARENTHETICAL_AUTHORITY,Holarrhena PUBESCENCE,SAFE_CANDIDATE,Extracted clean genus and species epithet preceding parenthetical basionym author citation.
494,Hiptage BENGHALENSIS (L.) Kurz.,BINOMIAL_PARENTHETICAL_AUTHORITY,Hiptage BENGHALENSIS,SAFE_CANDIDATE,Extracted clean genus and species epithet preceding parenthetical basionym author citation.
495,Hibiscus TILLIACEUS L.,SIMPLE_BINOMIAL_WITH_AUTHORITY,Hibiscus TILLIACEUS,SAFE_CANDIDATE,Removed single botanical author abbreviation suffix.
496,Hibiscus SURATTENSIS L.,SIMPLE_BINOMIAL_WITH_AUTHORITY,Hibiscus SURATTENSIS,SAFE_CANDIDATE,Removed single botanical author abbreviation suffix.
497,Hibiscus SABDARIFFA L.,SIMPLE_BINOMIAL_WITH_AUTHORITY,Hibiscus SABDARIFFA,SAFE_CANDIDATE,Removed single botanical author abbreviation suffix.
498,Hibiscus ROSA-SINENSIS L.,SIMPLE_BINOMIAL_WITH_AUTHORITY,Hibiscus ROSA-SINENSIS,SAFE_CANDIDATE,Removed single botanical author abbreviation suffix.
499,Hibiscus MUTABILIS L.,SIMPLE_BINOMIAL_WITH_AUTHORITY,Hibiscus MUTABILIS,SAFE_CANDIDATE,Removed single botanical author abbreviation suffix.
500,Hibiscus CANABINUS L.,SIMPLE_BINOMIAL_WITH_AUTHORITY,Hibiscus CANABINUS,SAFE_CANDIDATE,Removed single botanical author abbreviation suffix.
501,Schefflera hypoleuca (Kurz) Harms.,BINOMIAL_PARENTHETICAL_AUTHORITY,Schefflera hypoleuca,SAFE_CANDIDATE,Extracted clean genus and species epithet preceding parenthetical basionym author citation.
502,Hemigraphis HIRTA (Vahl.) And.,BINOMIAL_PARENTHETICAL_AUTHORITY,Hemigraphis HIRTA,SAFE_CANDIDATE,Extracted clean genus and species epithet preceding parenthetical basionym author citation.
503,Hemidesmus INDICUS (L.) R. Br.,BINOMIAL_PARENTHETICAL_AUTHORITY,Hemidesmus INDICUS,SAFE_CANDIDATE,Extracted clean genus and species epithet preceding parenthetical basionym author citation.
504,Helminthostachys ZEYLANICA L.,SIMPLE_BINOMIAL_WITH_AUTHORITY,Helminthostachys ZEYLANICA,SAFE_CANDIDATE,Removed single botanical author abbreviation suffix.
505,Heliotropium INDICUM L.,SIMPLE_BINOMIAL_WITH_AUTHORITY,Heliotropium INDICUM,SAFE_CANDIDATE,Removed single botanical author abbreviation suffix.
506,Helicteres ISORA L.,SIMPLE_BINOMIAL_WITH_AUTHORITY,Helicteres ISORA,SAFE_CANDIDATE,Removed single botanical author abbreviation suffix.
507,Helianthus ANNUS L.,SIMPLE_BINOMIAL_WITH_AUTHORITY,Helianthus ANNUS,SAFE_CANDIDATE,Removed single botanical author abbreviation suffix.
508,Hedyotis SCANDENS Roxb.,SIMPLE_BINOMIAL_WITH_AUTHORITY,Hedyotis SCANDENS,SAFE_CANDIDATE,Removed single botanical author abbreviation suffix.
509,Oldenlandia diffusa (Willd.) Roxb.,BINOMIAL_PARENTHETICAL_AUTHORITY,Oldenlandia diffusa,SAFE_CANDIDATE,Extracted clean genus and species epithet preceding parenthetical basionym author citation.
510,Oldenlandia corymbosa L.,SIMPLE_BINOMIAL_WITH_AUTHORITY,Oldenlandia corymbosa,SAFE_CANDIDATE,Removed single botanical author abbreviation suffix.
511,Hedychium CORONARIUM Koenig,SIMPLE_BINOMIAL_WITH_AUTHORITY,Hedychium CORONARIUM,SAFE_CANDIDATE,Removed single botanical author abbreviation suffix.
512,Peristylus constrictus (Lindl.) Lindl.,BINOMIAL_PARENTHETICAL_AUTHORITY,Peristylus constrictus,SAFE_CANDIDATE,Extracted clean genus and species epithet preceding parenthetical basionym author citation.
513,Gynocardia ORORATA R. Br.,MULTI_AUTHOR_OR_COMPLEX,Gynocardia ORORATA,SAFE_CANDIDATE,Preserved first two tokens as binomial; stripped compound or multi-token author citation.
514,Gymnopetalum chinense (Lour.) Merr.,BINOMIAL_PARENTHETICAL_AUTHORITY,Gymnopetalum chinense,SAFE_CANDIDATE,Extracted clean genus and species epithet preceding parenthetical basionym author citation.
515,Grewia asiatica L.,SIMPLE_BINOMIAL_WITH_AUTHORITY,Grewia asiatica,SAFE_CANDIDATE,Removed single botanical author abbreviation suffix.
516,Grewia SCLEROPHYLLA Roxb. ex Don.,MULTI_AUTHOR_OR_COMPLEX,Grewia SCLEROPHYLLA,SAFE_CANDIDATE,Preserved first two tokens as binomial; stripped compound or multi-token author citation.
517,Grewia nervosa (Lour.) Panigrahi.,BINOMIAL_PARENTHETICAL_AUTHORITY,Grewia nervosa,SAFE_CANDIDATE,Extracted clean genus and species epithet preceding parenthetical basionym author citation.
518,Grangea MADERESPATANA (L.) Poir.,BINOMIAL_PARENTHETICAL_AUTHORITY,Grangea MADERESPATANA,SAFE_CANDIDATE,Extracted clean genus and species epithet preceding parenthetical basionym author citation.
519,Gossypium HERBACIUM L.,SIMPLE_BINOMIAL_WITH_AUTHORITY,Gossypium HERBACIUM,SAFE_CANDIDATE,Removed single botanical author abbreviation suffix.
520,Gomphrena GLOBOSA L.,SIMPLE_BINOMIAL_WITH_AUTHORITY,Gomphrena GLOBOSA,SAFE_CANDIDATE,Removed single botanical author abbreviation suffix.
521,Gnetum MONTANUM Markgraf,SIMPLE_BINOMIAL_WITH_AUTHORITY,Gnetum MONTANUM,SAFE_CANDIDATE,Removed single botanical author abbreviation suffix.
522,Laphangium luteoalbum (L.) Tzvelev.,BINOMIAL_PARENTHETICAL_AUTHORITY,Laphangium luteoalbum,SAFE_CANDIDATE,Extracted clean genus and species epithet preceding parenthetical basionym author citation.
523,Glycosmis PENTAPHYLLA (Retz.) A. DC.,BINOMIAL_PARENTHETICAL_AUTHORITY,Glycosmis PENTAPHYLLA,SAFE_CANDIDATE,Extracted clean genus and species epithet preceding parenthetical basionym author citation.
524,Gmelina ARBOREA L.,SIMPLE_BINOMIAL_WITH_AUTHORITY,Gmelina ARBOREA,SAFE_CANDIDATE,Removed single botanical author abbreviation suffix.
525,Gloriosa SUPERBA L.,SIMPLE_BINOMIAL_WITH_AUTHORITY,Gloriosa SUPERBA,SAFE_CANDIDATE,Removed single botanical author abbreviation suffix.
526,Glochidion LANCEOLARIUM (Roxb.) Dalz.,BINOMIAL_PARENTHETICAL_AUTHORITY,Glochidion LANCEOLARIUM,SAFE_CANDIDATE,Extracted clean genus and species epithet preceding parenthetical basionym author citation.
527,Glinus OPPOSITIFOLIUS (L.) A. DC.,BINOMIAL_PARENTHETICAL_AUTHORITY,Glinus OPPOSITIFOLIUS,SAFE_CANDIDATE,Extracted clean genus and species epithet preceding parenthetical basionym author citation.
528,Garuga PINNATA Roxb.,SIMPLE_BINOMIAL_WITH_AUTHORITY,Garuga PINNATA,SAFE_CANDIDATE,Removed single botanical author abbreviation suffix.
529,Gardenia RESINIFERA Roth.,SIMPLE_BINOMIAL_WITH_AUTHORITY,Gardenia RESINIFERA,SAFE_CANDIDATE,Removed single botanical author abbreviation suffix.
530,Gardenia JASMINOIDES Ellis.,SIMPLE_BINOMIAL_WITH_AUTHORITY,Gardenia JASMINOIDES,SAFE_CANDIDATE,Removed single botanical author abbreviation suffix.
531,Gardenia CORONARIA Ham.,SIMPLE_BINOMIAL_WITH_AUTHORITY,Gardenia CORONARIA,SAFE_CANDIDATE,Removed single botanical author abbreviation suffix.
532,Ceriscoides campanulata (Roxb.) Tirveng,BINOMIAL_PARENTHETICAL_AUTHORITY,Ceriscoides campanulata,SAFE_CANDIDATE,Extracted clean genus and species epithet preceding parenthetical basionym author citation.
533,Garcinia XANTHOCHYMUS Hook. f.,MULTI_AUTHOR_OR_COMPLEX,Garcinia XANTHOCHYMUS,SAFE_CANDIDATE,Preserved first two tokens as binomial; stripped compound or multi-token author citation.
534,Garcinia COWA Roxb.,SIMPLE_BINOMIAL_WITH_AUTHORITY,Garcinia COWA,SAFE_CANDIDATE,Removed single botanical author abbreviation suffix.
535,Foeniculum VULGARE Mill.,SIMPLE_BINOMIAL_WITH_AUTHORITY,Foeniculum VULGARE,SAFE_CANDIDATE,Removed single botanical author abbreviation suffix.
536,Floscopa SCANDENS Lour.,SIMPLE_BINOMIAL_WITH_AUTHORITY,Floscopa SCANDENS,SAFE_CANDIDATE,Removed single botanical author abbreviation suffix.
537,Flemingia STROBILIFERA R.Br.,SIMPLE_BINOMIAL_WITH_AUTHORITY,Flemingia STROBILIFERA,SAFE_CANDIDATE,Removed single botanical author abbreviation suffix.
538,Flemingia MACROPHYLLA (Willd.) O.Ktze. ex Merr.,BINOMIAL_PARENTHETICAL_AUTHORITY,Flemingia MACROPHYLLA,SAFE_CANDIDATE,Extracted clean genus and species epithet preceding parenthetical basionym author citation.
539,Flacourtia JANGOMAS (Lour.) Raeus.,BINOMIAL_PARENTHETICAL_AUTHORITY,Flacourtia JANGOMAS,SAFE_CANDIDATE,Extracted clean genus and species epithet preceding parenthetical basionym author citation.
540,Flacourtia INDICA (Burm.f.) Merr.,BINOMIAL_PARENTHETICAL_AUTHORITY,Flacourtia INDICA,SAFE_CANDIDATE,Extracted clean genus and species epithet preceding parenthetical basionym author citation.
541,Firmiana COLORATA R. Br.,MULTI_AUTHOR_OR_COMPLEX,Firmiana COLORATA,SAFE_CANDIDATE,Preserved first two tokens as binomial; stripped compound or multi-token author citation.
542,Ficus SEMICORDATA Buch.-Ham. ex Smith.,MULTI_AUTHOR_OR_COMPLEX,Ficus SEMICORDATA,SAFE_CANDIDATE,Preserved first two tokens as binomial; stripped compound or multi-token author citation.
543,Ficus RELIGIOSA L.,SIMPLE_BINOMIAL_WITH_AUTHORITY,Ficus RELIGIOSA,SAFE_CANDIDATE,Removed single botanical author abbreviation suffix.
544,Ficus RACEMOSA L.,SIMPLE_BINOMIAL_WITH_AUTHORITY,Ficus RACEMOSA,SAFE_CANDIDATE,Removed single botanical author abbreviation suffix.
545,Ficus HISPIDA L. f.,MULTI_AUTHOR_OR_COMPLEX,Ficus HISPIDA,SAFE_CANDIDATE,Preserved first two tokens as binomial; stripped compound or multi-token author citation.
546,Ficus BENJAMINA L. var. comosa (Roxb.) Kurz.,INFRASPECIFIC_VAR,Ficus BENJAMINA var. comosa,SAFE_CANDIDATE,"Preserved species binomial, var. rank, and varietal epithet; stripped species author and varietal author."
547,Ficus BENGHALENSIS L.,SIMPLE_BINOMIAL_WITH_AUTHORITY,Ficus BENGHALENSIS,SAFE_CANDIDATE,Removed single botanical author abbreviation suffix.
548,Feronia LIMONIA (L.) Sw.,BINOMIAL_PARENTHETICAL_AUTHORITY,Feronia LIMONIA,SAFE_CANDIDATE,Extracted clean genus and species epithet preceding parenthetical basionym author citation.
549,Shirakiopsis indica (Willd.) Esser,BINOMIAL_PARENTHETICAL_AUTHORITY,Shirakiopsis indica,SAFE_CANDIDATE,Extracted clean genus and species epithet preceding parenthetical basionym author citation.
550,Excoecaria AGALLOCHA L.,SIMPLE_BINOMIAL_WITH_AUTHORITY,Excoecaria AGALLOCHA,SAFE_CANDIDATE,Removed single botanical author abbreviation suffix.
551,Euryale FEROX Salisb.,SIMPLE_BINOMIAL_WITH_AUTHORITY,Euryale FEROX,SAFE_CANDIDATE,Removed single botanical author abbreviation suffix.
552,Eurya ACUMINATA DC.,SIMPLE_BINOMIAL_WITH_AUTHORITY,Eurya ACUMINATA,SAFE_CANDIDATE,Removed single botanical author abbreviation suffix.
553,Euphorbia TIRUCALLI L.,SIMPLE_BINOMIAL_WITH_AUTHORITY,Euphorbia TIRUCALLI,SAFE_CANDIDATE,Removed single botanical author abbreviation suffix.
554,Euphorbia THYMIFOLIA Burm. f.,MULTI_AUTHOR_OR_COMPLEX,Euphorbia THYMIFOLIA,SAFE_CANDIDATE,Preserved first two tokens as binomial; stripped compound or multi-token author citation.
555,Euphorbia HIRTA L.,SIMPLE_BINOMIAL_WITH_AUTHORITY,Euphorbia HIRTA,SAFE_CANDIDATE,Removed single botanical author abbreviation suffix.
556,Euphorbia ANTIQUORUM L.,SIMPLE_BINOMIAL_WITH_AUTHORITY,Euphorbia ANTIQUORUM,SAFE_CANDIDATE,Removed single botanical author abbreviation suffix.
557,Ayapana triplinervis (Vahl) R.M.King & H.Rob.,BINOMIAL_PARENTHETICAL_AUTHORITY,Ayapana triplinervis,SAFE_CANDIDATE,Extracted clean genus and species epithet preceding parenthetical basionym author citation.
558,Eupatorium ODORATUM L.,SIMPLE_BINOMIAL_WITH_AUTHORITY,Eupatorium ODORATUM,SAFE_CANDIDATE,Removed single botanical author abbreviation suffix.
559,Graphorchis campestris (Wall.) Kuntze,BINOMIAL_PARENTHETICAL_AUTHORITY,Graphorchis campestris,SAFE_CANDIDATE,Extracted clean genus and species epithet preceding parenthetical basionym author citation.
560,Etlingera LINGUIFORMIS (Roxb.) R.M. Smith,BINOMIAL_PARENTHETICAL_AUTHORITY,Etlingera LINGUIFORMIS,SAFE_CANDIDATE,Extracted clean genus and species epithet preceding parenthetical basionym author citation.
561,Erythrina VARIEGATA L. var. orientalis (L.) Merr.,INFRASPECIFIC_VAR,Erythrina VARIEGATA var. orientalis,SAFE_CANDIDATE,"Preserved species binomial, var. rank, and varietal epithet; stripped species author and varietal author."
562,Hippochaete debilis (Roxb. ex Vaucher) Ching.,BINOMIAL_PARENTHETICAL_AUTHORITY,Hippochaete debilis,SAFE_CANDIDATE,Extracted clean genus and species epithet preceding parenthetical basionym author citation.
563,Entada rheedii Spreng.,SIMPLE_BINOMIAL_WITH_AUTHORITY,Entada rheedii,SAFE_CANDIDATE,Removed single botanical author abbreviation suffix.
564,Cissampelos PAREIRA L. Var. hirsuta (Buch. ex Dc.) Forman,INFRASPECIFIC_VAR,Cissampelos PAREIRA var. hirsuta,SAFE_CANDIDATE,"Preserved species binomial, var. rank, and varietal epithet; stripped species author and varietal author."
565,Cissus ADNATA Roxb.,SIMPLE_BINOMIAL_WITH_AUTHORITY,Cissus ADNATA,SAFE_CANDIDATE,Removed single botanical author abbreviation suffix.
566,Enhydra FLUCTUANS Lour.,SIMPLE_BINOMIAL_WITH_AUTHORITY,Enhydra FLUCTUANS,SAFE_CANDIDATE,Removed single botanical author abbreviation suffix.
567,Emilia SONCHIFOLIA DC. ex DC.,MULTI_AUTHOR_OR_COMPLEX,Emilia SONCHIFOLIA,SAFE_CANDIDATE,Preserved first two tokens as binomial; stripped compound or multi-token author citation.
568,Embelia RIBES Burm. f.,MULTI_AUTHOR_OR_COMPLEX,Embelia RIBES,SAFE_CANDIDATE,Preserved first two tokens as binomial; stripped compound or multi-token author citation.
569,Elsholtzia stachyodes (Link) Raizada & H.O.Saxena,BINOMIAL_PARENTHETICAL_AUTHORITY,Elsholtzia stachyodes,SAFE_CANDIDATE,Extracted clean genus and species epithet preceding parenthetical basionym author citation.
570,Eleusine INDICA (L.) Gaertn.,BINOMIAL_PARENTHETICAL_AUTHORITY,Eleusine INDICA,SAFE_CANDIDATE,Extracted clean genus and species epithet preceding parenthetical basionym author citation.
571,Elephantopus SCABER L.,SIMPLE_BINOMIAL_WITH_AUTHORITY,Elephantopus SCABER,SAFE_CANDIDATE,Removed single botanical author abbreviation suffix.
572,Elaeocarpus SPHAERICUS (Gaertn.) K. Schum.,BINOMIAL_PARENTHETICAL_AUTHORITY,Elaeocarpus SPHAERICUS,SAFE_CANDIDATE,Extracted clean genus and species epithet preceding parenthetical basionym author citation.
573,Elaeocarpus FLORIBUNDUS Blume.,SIMPLE_BINOMIAL_WITH_AUTHORITY,Elaeocarpus FLORIBUNDUS,SAFE_CANDIDATE,Removed single botanical author abbreviation suffix.
574,Eichhornia CRASSIPES (Mart.) Solms.,BINOMIAL_PARENTHETICAL_AUTHORITY,Eichhornia CRASSIPES,SAFE_CANDIDATE,Extracted clean genus and species epithet preceding parenthetical basionym author citation.
575,Ecbolium VIRIDE (Forsk.) Alst.,BINOMIAL_PARENTHETICAL_AUTHORITY,Ecbolium VIRIDE,SAFE_CANDIDATE,Extracted clean genus and species epithet preceding parenthetical basionym author citation.
576,Dysoxylum HAMILTONII Hiern.,SIMPLE_BINOMIAL_WITH_AUTHORITY,Dysoxylum HAMILTONII,SAFE_CANDIDATE,Removed single botanical author abbreviation suffix.
577,Pogostemon auricularius (L.) Hassk.,BINOMIAL_PARENTHETICAL_AUTHORITY,Pogostemon auricularius,SAFE_CANDIDATE,Extracted clean genus and species epithet preceding parenthetical basionym author citation.
578,Putranjiva roxburghii Wall.,SIMPLE_BINOMIAL_WITH_AUTHORITY,Putranjiva roxburghii,SAFE_CANDIDATE,Removed single botanical author abbreviation suffix.
579,Drynaria QUERCIFOLIA (L.) J. Sm.,BINOMIAL_PARENTHETICAL_AUTHORITY,Drynaria QUERCIFOLIA,SAFE_CANDIDATE,Extracted clean genus and species epithet preceding parenthetical basionym author citation.
580,Drosera BURMANII Vahl.,SIMPLE_BINOMIAL_WITH_AUTHORITY,Drosera BURMANII,SAFE_CANDIDATE,Removed single botanical author abbreviation suffix.
581,Dodonaea VISCOSA (L.) Jacq.,BINOMIAL_PARENTHETICAL_AUTHORITY,Dodonaea VISCOSA,SAFE_CANDIDATE,Extracted clean genus and species epithet preceding parenthetical basionym author citation.
582,Dipterocarpus TURBINATUS C.F Gaertn.,MULTI_AUTHOR_OR_COMPLEX,Dipterocarpus TURBINATUS,SAFE_CANDIDATE,Preserved first two tokens as binomial; stripped compound or multi-token author citation.
