inchikey_connectivity,split,n_records,median_pchembl,min_pchembl,max_pchembl,conflict_T6,conflict_T5,label_T6,label_T5
VLEUZFDZJKSGMX,flora,2,5.654999999999999,5.22,6.09,False,False,0.0,1.0
VLINDMZWNXATQN,training_pool,1,7.43,7.43,7.43,False,False,1.0,1.0
VLLRZHJEDOOFDB,training_pool,1,4.9,4.9,4.9,False,False,0.0,0.0
VLMFJLCDTHAPTK,training_pool,1,6.52,6.52,6.52,False,False,1.0,1.0
VLQFQWHSVBLMNM,training_pool,1,5.17,5.17,5.17,False,False,0.0,1.0
VLQHHSUVYKIMDZ,training_pool,1,5.14,5.14,5.14,False,False,0.0,1.0
VLYQPKMLKKUECS,training_pool,1,5.55,5.55,5.55,False,False,0.0,1.0
VLZYADILQZRSFD,training_pool,1,7.48,7.48,7.48,False,False,1.0,1.0
VMAMODBWXOFAPV,training_pool,1,6.04,6.04,6.04,False,False,1.0,1.0
VMNKBYZDOJQBIH,training_pool,1,7.1,7.1,7.1,False,False,1.0,1.0
VMNLVCWHXNFFBX,training_pool,1,6.96,6.96,6.96,False,False,1.0,1.0
VMRNULJRRJOOJG,training_pool,1,6.66,6.66,6.66,False,False,1.0,1.0
VMUJASMKVZSIID,training_pool,2,5.4350000000000005,4.83,6.04,True,True,,
VMWKGXPIGCPDSD,training_pool,1,8.7,8.7,8.7,False,False,1.0,1.0
VMWQYEAAXYPFCW,training_pool,1,5.33,5.33,5.33,False,False,0.0,1.0
VNCMJKOUPSHVJQ,training_pool,1,4.97,4.97,4.97,False,False,0.0,0.0
VNFPBHJOKIVQEB,training_pool,1,4.38,4.38,4.38,False,False,0.0,0.0
VNGQNGVIRPWFOS,training_pool,2,6.63,5.62,7.64,True,False,,1.0
VNNGIYNQDQOQCJ,training_pool,1,6.22,6.22,6.22,False,False,1.0,1.0
VNSGKCTWIGVDCV,training_pool,1,7.3,7.3,7.3,False,False,1.0,1.0
VNSSZYUUZGLDIH,training_pool,4,7.505,5.12,7.57,True,False,,1.0
VOHLZLMXJGAAHT,training_pool,1,5.99,5.99,5.99,False,False,0.0,1.0
VOHQBMBMUOZAMA,training_pool,1,6.43,6.43,6.43,False,False,1.0,1.0
VOHSVUDQDVZBAO,training_pool,1,4.21,4.21,4.21,False,False,0.0,0.0
VOMGDCNFRVOGRU,training_pool,1,6.48,6.48,6.48,False,False,1.0,1.0
VOOQIMUIEDWGMD,training_pool,1,4.17,4.17,4.17,False,False,0.0,0.0
VOOYURWLZHBICA,training_pool,1,5.57,5.57,5.57,False,False,0.0,1.0
VOSGBLKNRMWGCS,training_pool,2,6.865,6.66,7.07,False,False,1.0,1.0
VOTFSAMNGHICLF,training_pool,1,7.3,7.3,7.3,False,False,1.0,1.0
VOUVVXFHPYNZOA,training_pool,1,7.25,7.25,7.25,False,False,1.0,1.0
VOVMHYNMHACKON,training_pool,1,7.16,7.16,7.16,False,False,1.0,1.0
VPHRGIWVBSZEBS,training_pool,1,6.92,6.92,6.92,False,False,1.0,1.0
VPLQJLKBIZSQAV,training_pool,1,6.64,6.64,6.64,False,False,1.0,1.0
VPQXDAWTQZSNTK,training_pool,1,5.77,5.77,5.77,False,False,0.0,1.0
VPZLUFUXSWACCE,training_pool,1,6.11,6.11,6.11,False,False,1.0,1.0
VQCXRIZAWVJTQC,training_pool,1,6.47,6.47,6.47,False,False,1.0,1.0
VQIRQGJIFQAESV,training_pool,1,4.83,4.83,4.83,False,False,0.0,0.0
VQLLFMFUJZSRNU,training_pool,1,5.82,5.82,5.82,False,False,0.0,1.0
VQNSFIPZNLIAGC,training_pool,1,8.72,8.72,8.72,False,False,1.0,1.0
VQOUOPBHCCXAIH,training_pool,1,6.6,6.6,6.6,False,False,1.0,1.0
VQQVWGVXDIPORV,training_pool,1,7.19,7.19,7.19,False,False,1.0,1.0
VQXNSSUIGHFNEM,training_pool,1,6.55,6.55,6.55,False,False,1.0,1.0
VRAXEUOPAYYORT,training_pool,1,5.0,5.0,5.0,False,False,0.0,1.0
VRDLURHQBIMWKV,training_pool,1,6.25,6.25,6.25,False,False,1.0,1.0
VRFXYYPKWQXDFK,training_pool,1,6.14,6.14,6.14,False,False,1.0,1.0
VRGATHDOGPBMPB,training_pool,1,5.47,5.47,5.47,False,False,0.0,1.0
VRKFCJLHHOKPIH,training_pool,3,5.18,5.05,5.87,False,False,0.0,1.0
VRMZXIXZKLVSAK,training_pool,1,7.22,7.22,7.22,False,False,1.0,1.0
VRNJUSJNNZDCAE,training_pool,1,7.7,7.7,7.7,False,False,1.0,1.0
VRTHLAHNZMEXEG,training_pool,1,5.95,5.95,5.95,False,False,0.0,1.0
VRUCBLAUNYFIPA,training_pool,1,7.4,7.4,7.4,False,False,1.0,1.0
VRVDZPBFYOIWQP,training_pool,1,5.7,5.7,5.7,False,False,0.0,1.0
VRYKMXSZGUZHOF,training_pool,1,7.16,7.16,7.16,False,False,1.0,1.0
VSCJPSVTBMWNOQ,training_pool,1,4.85,4.85,4.85,False,False,0.0,0.0
VSFNTSQLLVIKMG,training_pool,2,6.895,6.39,7.4,False,False,1.0,1.0
VSLGAQIMMRYLRQ,training_pool,1,5.62,5.62,5.62,False,False,0.0,1.0
VSMZQYGFDADWAC,training_pool,2,7.135,7.05,7.22,False,False,1.0,1.0
VSQLZYPQFJIORU,training_pool,1,7.82,7.82,7.82,False,False,1.0,1.0
VSUTUTIGOVBVSY,training_pool,1,5.05,5.05,5.05,False,False,0.0,1.0
VTMRHGUPNPYOJV,training_pool,1,6.14,6.14,6.14,False,False,1.0,1.0
VTTVOWODYFXGJO,training_pool,1,5.76,5.76,5.76,False,False,0.0,1.0
VUANWDRZYTXGPI,training_pool,1,5.58,5.58,5.58,False,False,0.0,1.0
VUBPQQGAVFBONT,training_pool,1,5.47,5.47,5.47,False,False,0.0,1.0
VUCBRPQQAIVWFO,training_pool,1,5.75,5.75,5.75,False,False,0.0,1.0
VUCVLYWSBCNCGC,training_pool,1,7.15,7.15,7.15,False,False,1.0,1.0
VUELNKHOACUCIS,training_pool,1,5.01,5.01,5.01,False,False,0.0,1.0
VVFPKQLABBXNCO,training_pool,1,6.05,6.05,6.05,False,False,1.0,1.0
VVGDOFKPSNGUQP,training_pool,1,7.35,7.35,7.35,False,False,1.0,1.0
VVGLPZDNIYZYJM,training_pool,1,6.04,6.04,6.04,False,False,1.0,1.0
VVQZMIKHELEROZ,training_pool,1,5.73,5.73,5.73,False,False,0.0,1.0
VVROITPOWNOLCH,training_pool,1,5.89,5.89,5.89,False,False,0.0,1.0
VVWBOJZWFFRSFH,training_pool,1,4.85,4.85,4.85,False,False,0.0,0.0
VVYDUAYNVQZALE,training_pool,1,6.52,6.52,6.52,False,False,1.0,1.0
VVZOVHDNUPFYLB,training_pool,1,4.52,4.52,4.52,False,False,0.0,0.0
VWBKXLDATRBPOE,training_pool,1,5.54,5.54,5.54,False,False,0.0,1.0
VWIZNMROODLCAH,training_pool,1,7.92,7.92,7.92,False,False,1.0,1.0
VWJROAKOISAIRR,training_pool,1,6.05,6.05,6.05,False,False,1.0,1.0
VWRFFXRMUHACGT,training_pool,1,6.07,6.07,6.07,False,False,1.0,1.0
VXMGDASMKDBSLO,training_pool,1,5.42,5.42,5.42,False,False,0.0,1.0
VXMHCTQEVQJYCY,training_pool,1,6.89,6.89,6.89,False,False,1.0,1.0
VXPBYVGXCVDFLZ,training_pool,1,6.89,6.89,6.89,False,False,1.0,1.0
VXTWZRJKBHVDPR,training_pool,1,5.89,5.89,5.89,False,False,0.0,1.0
VXWGLTPHZVFVSR,training_pool,1,5.65,5.65,5.65,False,False,0.0,1.0
VXWXVVWPSQAFLR,training_pool,2,5.41,5.22,5.6,False,False,0.0,1.0
VYDBTNADENXYSN,training_pool,1,7.22,7.22,7.22,False,False,1.0,1.0
VYEHJGYGORTRDD,training_pool,3,7.84,5.43,8.01,True,False,,1.0
VYERBHSCSOLBFI,training_pool,1,8.3,8.3,8.3,False,False,1.0,1.0
VYGRRQURXQHVSD,training_pool,1,5.6,5.6,5.6,False,False,0.0,1.0
VYMRHGYLWDUCCA,training_pool,1,5.89,5.89,5.89,False,False,0.0,1.0
VYQNWZOUAUKGHI,training_pool,1,5.43,5.43,5.43,False,False,0.0,1.0
VYSLHVPRDSHMNT,training_pool,1,5.25,5.25,5.25,False,False,0.0,1.0
VYZKNVAXMQPLHY,training_pool,2,6.43,6.16,6.7,False,False,1.0,1.0
VZCIAZMKVAJRCL,training_pool,3,8.12,8.1,8.96,False,False,1.0,1.0
VZFOLZSIMZZIKN,training_pool,1,8.43,8.43,8.43,False,False,1.0,1.0
VZFSDYNQLFGJKX,training_pool,2,6.27,6.11,6.43,False,False,1.0,1.0
VZFWOGVRKBWPKJ,training_pool,1,6.51,6.51,6.51,False,False,1.0,1.0
VZVYQSHBWJSSJP,training_pool,1,4.93,4.93,4.93,False,False,0.0,0.0
WADDUXKUMXRECR,training_pool,1,7.15,7.15,7.15,False,False,1.0,1.0
WAEOECSBQMIPIE,training_pool,1,5.75,5.75,5.75,False,False,0.0,1.0
WAJVVLFHGVHUPC,training_pool,1,5.44,5.44,5.44,False,False,0.0,1.0
WAKYQCZTNZVKEV,training_pool,1,6.55,6.55,6.55,False,False,1.0,1.0
WALKEHMKBYERLO,training_pool,1,5.09,5.09,5.09,False,False,0.0,1.0
WAOACSPAMCMDKW,training_pool,1,7.3,7.3,7.3,False,False,1.0,1.0
WAZQAZKAZLXFMK,training_pool,1,7.3,7.3,7.3,False,False,1.0,1.0
WBAUABWXAYXASI,training_pool,1,7.03,7.03,7.03,False,False,1.0,1.0
WBAUJPYWZXLTGY,training_pool,1,6.48,6.48,6.48,False,False,1.0,1.0
WBDPSYDYYOULLK,training_pool,1,5.82,5.82,5.82,False,False,0.0,1.0
WBPWGFWTMGWTGP,training_pool,1,7.34,7.34,7.34,False,False,1.0,1.0
WBXTYTPVMJUOSX,training_pool,1,4.74,4.74,4.74,False,False,0.0,0.0
WCDCKBIYZYXJGY,training_pool,1,5.25,5.25,5.25,False,False,0.0,1.0
WCGUUGGRBIKTOS,flora,1,4.07,4.07,4.07,False,False,0.0,0.0
WCKUEFSDCROCDY,training_pool,1,5.41,5.41,5.41,False,False,0.0,1.0
WCMNIGILCBJFMB,training_pool,1,4.74,4.74,4.74,False,False,0.0,0.0
WCOQIUKZFLWLPR,training_pool,1,5.65,5.65,5.65,False,False,0.0,1.0
WCPVWRMAAREQIS,training_pool,1,7.37,7.37,7.37,False,False,1.0,1.0
WDAGSKDAQKTQGQ,training_pool,1,5.4,5.4,5.4,False,False,0.0,1.0
WDCSJGAJZYETNP,training_pool,1,7.4,7.4,7.4,False,False,1.0,1.0
WDFPKHUPZPMAJW,training_pool,2,6.695,6.43,6.96,False,False,1.0,1.0
WDIGSRHNXAUUCE,training_pool,1,4.35,4.35,4.35,False,False,0.0,0.0
WDMMMXVLFPOMGA,training_pool,1,7.7,7.7,7.7,False,False,1.0,1.0
WEEVIKFJMRDVNR,training_pool,1,6.55,6.55,6.55,False,False,1.0,1.0
WEIMQJLRQYBWOQ,training_pool,1,4.97,4.97,4.97,False,False,0.0,0.0
WEUHPBJZVFOCIY,training_pool,1,7.25,7.25,7.25,False,False,1.0,1.0
WEYGHJFCMIJPFX,training_pool,1,6.01,6.01,6.01,False,False,1.0,1.0
WFGUZIQCDFNMEC,training_pool,1,7.1,7.1,7.1,False,False,1.0,1.0
WFHGNFDDTVLOEU,training_pool,1,5.76,5.76,5.76,False,False,0.0,1.0
WFJQPGXKJLYABF,training_pool,2,4.234999999999999,4.14,4.33,False,False,0.0,0.0
WFKVQXPBQFZREB,training_pool,1,6.76,6.76,6.76,False,False,1.0,1.0
WFMLRFLLZNEXJM,training_pool,1,4.83,4.83,4.83,False,False,0.0,0.0
WFQWHCFDEPPXRH,training_pool,1,5.85,5.85,5.85,False,False,0.0,1.0
WFUZFBZSOJKKFQ,training_pool,1,5.15,5.15,5.15,False,False,0.0,1.0
WFXOLKCDEJXUNV,training_pool,1,7.0,7.0,7.0,False,False,1.0,1.0
WGCGQSURBOEJJA,training_pool,1,6.89,6.89,6.89,False,False,1.0,1.0
WGCTWSQZCNOOPY,training_pool,1,4.52,4.52,4.52,False,False,0.0,0.0
WGTJLXQITFRCTR,training_pool,1,6.14,6.14,6.14,False,False,1.0,1.0
WHDGULRDPVFQTJ,training_pool,1,8.38,8.38,8.38,False,False,1.0,1.0
WHFLJRRDVMRTNB,training_pool,1,5.58,5.58,5.58,False,False,0.0,1.0
WHGZGEFGZXHTST,training_pool,1,7.92,7.92,7.92,False,False,1.0,1.0
WHKSEHKYYXHCTA,training_pool,1,4.67,4.67,4.67,False,False,0.0,0.0
WHZGOTSLLRYULZ,training_pool,1,7.0,7.0,7.0,False,False,1.0,1.0
WIIXGWHFMGSPBM,training_pool,1,6.26,6.26,6.26,False,False,1.0,1.0
WIUABTISCPHZNT,training_pool,1,6.85,6.85,6.85,False,False,1.0,1.0
WIYQKOSNHXVUKK,training_pool,1,6.67,6.67,6.67,False,False,1.0,1.0
WJFKNYWRSNBZNX,training_pool,1,6.27,6.27,6.27,False,False,1.0,1.0
WJIXCIQBVXTYFE,training_pool,1,6.17,6.17,6.17,False,False,1.0,1.0
WJJPVSSPVFSXLC,training_pool,1,7.12,7.12,7.12,False,False,1.0,1.0
WJMZUULFKISOCN,training_pool,1,5.97,5.97,5.97,False,False,0.0,1.0
WJPMKTWPASICDU,training_pool,1,7.43,7.43,7.43,False,False,1.0,1.0
WJRHOGLBMOCHHB,training_pool,1,5.16,5.16,5.16,False,False,0.0,1.0
WJTPVVPQUGZCGA,training_pool,1,5.36,5.36,5.36,False,False,0.0,1.0
WJVDIWQRDUFPKF,training_pool,1,7.22,7.22,7.22,False,False,1.0,1.0
WKGUHWXOSDQCCC,training_pool,1,5.16,5.16,5.16,False,False,0.0,1.0
WKJHSEBIIBEYLU,training_pool,1,6.24,6.24,6.24,False,False,1.0,1.0
WKPBYMCNAUHTCJ,training_pool,1,5.92,5.92,5.92,False,False,0.0,1.0
WKSXNSMQLGMRAB,training_pool,1,8.22,8.22,8.22,False,False,1.0,1.0
WKYMMOCJPVKTAH,training_pool,1,5.61,5.61,5.61,False,False,0.0,1.0
WKZPKGNJWJXPNK,training_pool,1,7.8,7.8,7.8,False,False,1.0,1.0
WLEHIXRTLHNISS,training_pool,2,10.7,10.7,10.7,False,False,1.0,1.0
WLEMOPWVEYNARP,training_pool,1,6.55,6.55,6.55,False,False,1.0,1.0
WLFJJROWUATIOC,training_pool,1,7.57,7.57,7.57,False,False,1.0,1.0
WLFSEEOKFBUFLP,training_pool,1,7.68,7.68,7.68,False,False,1.0,1.0
WLFZBSPRIAGXCC,training_pool,1,5.75,5.75,5.75,False,False,0.0,1.0
WLHKECSKEZIEND,training_pool,1,7.05,7.05,7.05,False,False,1.0,1.0
WLJBYZSHUFEDCX,training_pool,1,6.18,6.18,6.18,False,False,1.0,1.0
WLPAWGDABFYIPX,training_pool,2,6.529999999999999,6.3,6.76,False,False,1.0,1.0
WLWIMKWZMGJRBS,training_pool,1,5.72,5.72,5.72,False,False,0.0,1.0
WLWOWZLOWWPDRR,training_pool,1,6.52,6.52,6.52,False,False,1.0,1.0
WMOXGDVEJALKKH,training_pool,1,7.3,7.3,7.3,False,False,1.0,1.0
WNCCUNOVTQQWGD,training_pool,1,8.19,8.19,8.19,False,False,1.0,1.0
WNCYMHVWBHYLBL,training_pool,1,5.0,5.0,5.0,False,False,0.0,1.0
WNCYUQUVRZHMFF,training_pool,1,6.46,6.46,6.46,False,False,1.0,1.0
WNFIMLNJZQTRHX,training_pool,1,4.73,4.73,4.73,False,False,0.0,0.0
WNHWHFHOTYLCBQ,training_pool,1,5.56,5.56,5.56,False,False,0.0,1.0
WNRSHKBWGXMBIJ,training_pool,1,5.39,5.39,5.39,False,False,0.0,1.0
WNVVNZURYVQTTP,training_pool,1,6.72,6.72,6.72,False,False,1.0,1.0
WNXIBYZHUWWEDD,training_pool,1,5.1,5.1,5.1,False,False,0.0,1.0
WNXNKULAIMFMJO,training_pool,1,6.63,6.63,6.63,False,False,1.0,1.0
WOBUKGPQDSRSPN,training_pool,1,7.1,7.1,7.1,False,False,1.0,1.0
WODPRXSUJBMNRQ,training_pool,1,5.58,5.58,5.58,False,False,0.0,1.0
WOJYTUOEVCLFNG,training_pool,1,4.67,4.67,4.67,False,False,0.0,0.0
WOKXKJBTSMQRHT,training_pool,1,6.97,6.97,6.97,False,False,1.0,1.0
WORCCYVLMMTGFR,training_pool,1,5.0,5.0,5.0,False,False,0.0,1.0
WOSGVZBVAWUJJN,training_pool,1,6.18,6.18,6.18,False,False,1.0,1.0
WOUBCNSWPQUAHP,training_pool,1,5.16,5.16,5.16,False,False,0.0,1.0
WOUIUPOUHCQHIS,training_pool,1,6.66,6.66,6.66,False,False,1.0,1.0
WPCCJSLETMQZDD,training_pool,1,5.08,5.08,5.08,False,False,0.0,1.0
WPJNEMRSPBHPTF,training_pool,1,6.96,6.96,6.96,False,False,1.0,1.0
WPMHHCMNWIUJAS,training_pool,1,4.73,4.73,4.73,False,False,0.0,0.0
WPRGAIHLZUKXPP,training_pool,1,7.07,7.07,7.07,False,False,1.0,1.0
WPUXDICHLLZBRH,training_pool,1,5.5,5.5,5.5,False,False,0.0,1.0
WPYQXCORZGBFKS,training_pool,1,6.62,6.62,6.62,False,False,1.0,1.0
WQGOWYVBXVBECY,training_pool,1,7.89,7.89,7.89,False,False,1.0,1.0
WQJQLCMNMWEEIH,training_pool,1,6.7,6.7,6.7,False,False,1.0,1.0
WQJUKRJEMLVPBH,training_pool,1,5.67,5.67,5.67,False,False,0.0,1.0
WQLJLPDGSLZYEP,training_pool,1,6.19,6.19,6.19,False,False,1.0,1.0
WQMWVWGRLYSYSA,training_pool,1,5.3,5.3,5.3,False,False,0.0,1.0
WQRJSNSKHNJWJR,training_pool,1,5.08,5.08,5.08,False,False,0.0,1.0
WQYDAOYIYVNTGB,training_pool,1,8.0,8.0,8.0,False,False,1.0,1.0
WRNCTUVJYUAAIU,training_pool,1,6.53,6.53,6.53,False,False,1.0,1.0
WRPMIPDHDGLSQV,training_pool,2,5.52,5.12,5.92,False,False,0.0,1.0
WRQFOMMHNDHSPD,training_pool,2,6.535,5.77,7.3,True,False,,1.0
WRSSNSVRVLLXGC,training_pool,1,5.96,5.96,5.96,False,False,0.0,1.0
WRUXGKMVLXUASU,training_pool,1,7.34,7.34,7.34,False,False,1.0,1.0
WRZNQBYALMOKGV,training_pool,1,4.58,4.58,4.58,False,False,0.0,0.0
WSCRVCJAJAXULJ,training_pool,3,7.3,5.01,7.35,True,False,,1.0
WSKJPVJRMSBMPJ,training_pool,1,7.22,7.22,7.22,False,False,1.0,1.0
WSKYPJGASMQVQC,training_pool,1,5.14,5.14,5.14,False,False,0.0,1.0
WSMKPFRGAQKKFX,training_pool,1,8.4,8.4,8.4,False,False,1.0,1.0
WSPHMGORSRQULF,training_pool,1,5.44,5.44,5.44,False,False,0.0,1.0
WTHNOVFEXONZMI,training_pool,1,4.95,4.95,4.95,False,False,0.0,0.0
WTKXNYQLUXPOLK,training_pool,1,4.99,4.99,4.99,False,False,0.0,0.0
WTOORHANEMAYPO,training_pool,1,7.1,7.1,7.1,False,False,1.0,1.0
WTSWMDMCVUDWNV,training_pool,1,6.5,6.5,6.5,False,False,1.0,1.0
WTURSDNIJCLTQU,training_pool,1,5.6,5.6,5.6,False,False,0.0,1.0
WTUZQDUHEMORQJ,training_pool,1,7.13,7.13,7.13,False,False,1.0,1.0
WTYAEYRSAHDFQD,training_pool,1,4.42,4.42,4.42,False,False,0.0,0.0
WTYHOUONCCIPGQ,training_pool,1,7.1,7.1,7.1,False,False,1.0,1.0
WUBJARABRSRULV,training_pool,1,6.55,6.55,6.55,False,False,1.0,1.0
WUGHRYZSQCDWCT,training_pool,1,8.4,8.4,8.4,False,False,1.0,1.0
WUHOQZCJWKCYCC,training_pool,1,5.55,5.55,5.55,False,False,0.0,1.0
WUJHITKCJDPHHR,training_pool,1,6.55,6.55,6.55,False,False,1.0,1.0
WUSUAGWTYDFIBL,training_pool,1,6.77,6.77,6.77,False,False,1.0,1.0
WUUUUTNXBTVXPX,training_pool,1,6.13,6.13,6.13,False,False,1.0,1.0
WUWGEVCEMUJCEV,training_pool,1,7.64,7.64,7.64,False,False,1.0,1.0
WUXMFDWIWUSRIQ,training_pool,5,7.32,5.46,7.87,True,False,,1.0
WUZJHXGMAALQKL,training_pool,1,4.1,4.1,4.1,False,False,0.0,0.0
WVFCPUMLDXWLRI,training_pool,5,7.64,6.19,8.3,False,False,1.0,1.0
WVLNZLHPDNGOPV,training_pool,1,4.8,4.8,4.8,False,False,0.0,0.0
WVMKHZFGKXZRFP,training_pool,2,7.41,7.1,7.72,False,False,1.0,1.0
WVOCLEYRFIKCEN,training_pool,1,8.75,8.75,8.75,False,False,1.0,1.0
WVOYZEONSBZBRS,training_pool,1,4.19,4.19,4.19,False,False,0.0,0.0
WVQMNFHYJBWNDO,training_pool,1,6.82,6.82,6.82,False,False,1.0,1.0
WVSOERYRTLIVHL,training_pool,1,8.15,8.15,8.15,False,False,1.0,1.0
WVSRYEGDATZAAE,training_pool,1,6.72,6.72,6.72,False,False,1.0,1.0
WVTUWXNHDHSOOZ,training_pool,1,5.56,5.56,5.56,False,False,0.0,1.0
WVXJNDYRSWNRMD,training_pool,1,6.48,6.48,6.48,False,False,1.0,1.0
WWCOYKGGJVFNGO,training_pool,2,6.97,6.42,7.52,False,False,1.0,1.0
WWELQAHDMBIJQD,training_pool,1,5.55,5.55,5.55,False,False,0.0,1.0
WWNUJJQXWCKCJX,training_pool,1,6.4,6.4,6.4,False,False,1.0,1.0
WWYUCUYHSZPMJN,training_pool,1,5.5,5.5,5.5,False,False,0.0,1.0
WWZFRSNOVPDPTP,training_pool,1,4.18,4.18,4.18,False,False,0.0,0.0
WXXURXCYKRMJTM,training_pool,1,6.26,6.26,6.26,False,False,1.0,1.0
WXYPLWUTXUKWKV,training_pool,1,7.77,7.77,7.77,False,False,1.0,1.0
WYEGNTCQPRBFDR,training_pool,1,6.46,6.46,6.46,False,False,1.0,1.0
WYIFNFUVAIVRRJ,training_pool,1,5.24,5.24,5.24,False,False,0.0,1.0
WYJQMNFFXUBCFF,training_pool,1,4.3,4.3,4.3,False,False,0.0,0.0
WYMPMNZWERFHGE,training_pool,1,6.92,6.92,6.92,False,False,1.0,1.0
WYVGTVJHYRLPIO,training_pool,1,5.71,5.71,5.71,False,False,0.0,1.0
WYZSVZCOXZSTPN,training_pool,1,7.89,7.89,7.89,False,False,1.0,1.0
WYZWZEOGROVVHK,training_pool,1,7.57,7.57,7.57,False,False,1.0,1.0
WZERRYHDALMEMG,training_pool,1,7.0,7.0,7.0,False,False,1.0,1.0
WZFFYRKWUPDJEW,training_pool,1,6.8,6.8,6.8,False,False,1.0,1.0
WZIDKJKMKMKBMO,training_pool,1,4.67,4.67,4.67,False,False,0.0,0.0
WZIHBASMDQYLJM,training_pool,1,5.58,5.58,5.58,False,False,0.0,1.0
WZOQWPXVFGNATC,training_pool,1,6.54,6.54,6.54,False,False,1.0,1.0
WZQRQFRPTKNESB,training_pool,1,7.22,7.22,7.22,False,False,1.0,1.0
WZUHLHPTPRMFIC,training_pool,1,4.53,4.53,4.53,False,False,0.0,0.0
WZXLSMRCLDEQJR,training_pool,1,5.59,5.59,5.59,False,False,0.0,1.0
XAOGOUBKPQIHMD,training_pool,1,7.41,7.41,7.41,False,False,1.0,1.0
XAOIOAYWZAVEIW,training_pool,2,5.965,5.9,6.03,False,False,0.0,1.0
XAOUXWJZUJPPQX,training_pool,1,8.7,8.7,8.7,False,False,1.0,1.0
XAQPOFQUOHKYOD,training_pool,1,6.19,6.19,6.19,False,False,1.0,1.0
XATBEIKLYMUFRR,training_pool,1,4.92,4.92,4.92,False,False,0.0,0.0
XAVZMVCQMPSHMP,training_pool,2,6.5600000000000005,5.72,7.4,True,False,,1.0
XAZVLDMIWJGFDJ,training_pool,1,5.76,5.76,5.76,False,False,0.0,1.0
XBDLMRNVSGJGIF,training_pool,1,4.97,4.97,4.97,False,False,0.0,0.0
XBJLUPRGUGUHSA,training_pool,1,5.47,5.47,5.47,False,False,0.0,1.0
XBMMEANMEQOLTB,training_pool,1,7.27,7.27,7.27,False,False,1.0,1.0
XBMVFVILTOKBLZ,training_pool,1,7.52,7.52,7.52,False,False,1.0,1.0
XBPVHANUCSNHKT,training_pool,1,5.97,5.97,5.97,False,False,0.0,1.0
XCBOOSJJSZUKBB,training_pool,1,4.72,4.72,4.72,False,False,0.0,0.0
XCHKYZONRHDRBY,training_pool,3,7.03,5.95,7.17,True,False,,1.0
XCIQNUJEBFSMTN,training_pool,1,6.5,6.5,6.5,False,False,1.0,1.0
XCJWCUQYANKDMZ,training_pool,1,6.2,6.2,6.2,False,False,1.0,1.0
XCNHDBDVIVAJHX,training_pool,2,7.609999999999999,7.52,7.7,False,False,1.0,1.0
XCNZUZBAHRAXON,training_pool,1,6.72,6.72,6.72,False,False,1.0,1.0
XCUSBYLPBHDVGN,training_pool,1,4.18,4.18,4.18,False,False,0.0,0.0
XCVDMVGUCKZDFJ,training_pool,1,6.34,6.34,6.34,False,False,1.0,1.0
XCXPEOSNNAWFBA,training_pool,1,8.27,8.27,8.27,False,False,1.0,1.0
XCYSQFHYFNWYFP,training_pool,1,5.38,5.38,5.38,False,False,0.0,1.0
XDAYKTNCSZYIQT,training_pool,1,4.66,4.66,4.66,False,False,0.0,0.0
XDNBAFMOGNLWMC,training_pool,1,4.13,4.13,4.13,False,False,0.0,0.0
XDPCPBJCZHDUJZ,training_pool,1,4.0,4.0,4.0,False,False,0.0,0.0
XDQOAFFZZJNVEZ,training_pool,1,9.0,9.0,9.0,False,False,1.0,1.0
XDTTYINKCXQPSK,training_pool,1,4.28,4.28,4.28,False,False,0.0,0.0
XDXUQXVTDMNRFB,training_pool,1,6.85,6.85,6.85,False,False,1.0,1.0
XEBDHFCBWVTPBC,training_pool,1,6.42,6.42,6.42,False,False,1.0,1.0
XEDQBNJZQCYXQJ,training_pool,1,5.47,5.47,5.47,False,False,0.0,1.0
XEHGOEXGYWDJGB,training_pool,2,5.16,4.99,5.33,False,False,0.0,1.0
XETYHBVIWWJXFY,training_pool,1,6.64,6.64,6.64,False,False,1.0,1.0
XEVKFXUYKSVTSI,training_pool,1,6.41,6.41,6.41,False,False,1.0,1.0
XEXSDOQOIIGUSB,training_pool,1,5.91,5.91,5.91,False,False,0.0,1.0
XEZLBSOUHPGMPG,training_pool,2,5.744999999999999,4.89,6.6,True,True,,
XFFOMNJIDRDDLQ,training_pool,1,4.0,4.0,4.0,False,False,0.0,0.0
XFLQBVKZLJDGAF,training_pool,1,5.77,5.77,5.77,False,False,0.0,1.0
XFPXXROUHYJETB,training_pool,1,6.52,6.52,6.52,False,False,1.0,1.0
XFSHEMJYJXCIBQ,training_pool,1,5.73,5.73,5.73,False,False,0.0,1.0
XFVDBPZKCNIFQW,training_pool,1,7.24,7.24,7.24,False,False,1.0,1.0
XGAVKLLYKCBUQT,training_pool,1,7.96,7.96,7.96,False,False,1.0,1.0
XGDBHXGGCVOTPO,training_pool,1,5.69,5.69,5.69,False,False,0.0,1.0
XGLBAOPSVHPQDV,training_pool,1,7.58,7.58,7.58,False,False,1.0,1.0
XGSGQDRZXZOXAL,training_pool,1,7.58,7.58,7.58,False,False,1.0,1.0
XGTUABCJBUFKQG,training_pool,1,5.86,5.86,5.86,False,False,0.0,1.0
XGUIKMHWDMASHL,training_pool,1,6.15,6.15,6.15,False,False,1.0,1.0
XGZRZTKRJGVGSI,training_pool,1,6.96,6.96,6.96,False,False,1.0,1.0
